Price,Close,High,Low,Open,Volume,Log_return,realized_volatility_20d
Ticker,^GSPC,^GSPC,^GSPC,^GSPC,^GSPC,,
Date,,,,,,,
2006-03-03,1287.22998046875,1297.3299560546875,1284.199951171875,1289.1400146484375,2152950000,-0.0014827330959771123,0.005743179375813068
2006-03-06,1278.260009765625,1288.22998046875,1275.6700439453125,1287.22998046875,2280190000,-0.0069928218699272775,0.005843002160183813
2006-03-07,1275.8800048828125,1278.260009765625,1271.1099853515625,1278.260009765625,2268050000,-0.001863645342863235,0.005867598731008163
2006-03-08,1278.469970703125,1280.3299560546875,1268.4200439453125,1275.8800048828125,2442870000,0.002027887120114596,0.005517250595051267
2006-03-09,1272.22998046875,1282.739990234375,1272.22998046875,1278.469970703125,2140110000,-0.004892776729698087,0.005351079872520047
2006-03-10,1281.4200439453125,1284.3699951171875,1271.1099853515625,1272.22998046875,2123450000,0.0071976214935601844,0.0055507409844251605
2006-03-13,1284.1300048828125,1287.3699951171875,1281.5799560546875,1281.5799560546875,2070330000,0.0021125777270365994,0.0055441322781408005
2006-03-14,1297.47998046875,1298.1400146484375,1282.6700439453125,1284.1300048828125,2165270000,0.010342456576622458,0.005861441948519948
2006-03-15,1303.02001953125,1304.4000244140625,1294.969970703125,1297.47998046875,2293000000,0.0042607555805967414,0.005549343262967001
2006-03-16,1305.3299560546875,1310.449951171875,1303.02001953125,1303.02001953125,2292180000,0.0017711864963935063,0.005522879081835257
2006-03-17,1307.25,1309.7900390625,1305.3199462890625,1305.3299560546875,2549620000,0.0014698453814146074,0.0053218447214004845
2006-03-20,1305.0799560546875,1310.0,1303.5899658203125,1307.25,1976830000,-0.0016613861808918453,0.005321851309536099
2006-03-21,1297.22998046875,1310.8800048828125,1295.8199462890625,1305.0799560546875,2147370000,-0.006033101043218729,0.005463764125630759
2006-03-22,1305.0400390625,1305.969970703125,1295.81005859375,1297.22998046875,2039810000,0.006002514715950028,0.005374026147133695
2006-03-23,1301.6700439453125,1305.0400390625,1298.1099853515625,1305.0400390625,1980940000,-0.002585632377503073,0.005330604655312578
2006-03-24,1302.949951171875,1306.530029296875,1298.8900146484375,1301.6700439453125,2326070000,0.000982797745531337,0.0053288899117627546
2006-03-27,1301.6099853515625,1303.739990234375,1299.0899658203125,1302.949951171875,2029700000,-0.0010289384550091379,0.00528750366291457
2006-03-28,1293.22998046875,1306.239990234375,1291.8399658203125,1301.6099853515625,2148580000,-0.00645899872572224,0.004923072340588532
2006-03-29,1302.8900146484375,1305.5999755859375,1293.22998046875,1293.22998046875,2143540000,0.007441935488966642,0.004860825866934994
2006-03-30,1300.25,1310.1500244140625,1296.719970703125,1302.8900146484375,2294560000,-0.0020283315831609943,0.004870651554469846
2006-03-31,1294.8699951171875,1303.0,1294.8699951171875,1300.25,2236710000,-0.0041462534298418036,0.004961247250275769
2006-04-03,1297.81005859375,1309.18994140625,1296.6500244140625,1302.8800048828125,2494080000,0.002267973429724808,0.004668716078507712
2006-04-04,1305.9300537109375,1307.550048828125,1294.7099609375,1297.81005859375,2147660000,0.006237198100456351,0.004779306898437598
2006-04-05,1311.56005859375,1312.81005859375,1304.8199462890625,1305.9300537109375,2420020000,0.004301841324002346,0.004827743670669256
2006-04-06,1309.0400390625,1311.989990234375,1302.43994140625,1311.56005859375,2281680000,-0.0019232391163138288,0.004671107175638894
2006-04-07,1295.5,1314.0699462890625,1294.1800537109375,1309.0400390625,2082470000,-0.010397352959045201,0.005158393641396424
2006-04-10,1296.6199951171875,1300.739990234375,1293.1700439453125,1295.510009765625,1898320000,0.0008641538115478599,0.00514598250064362
2006-04-11,1286.5699462890625,1300.7099609375,1282.9599609375,1296.5999755859375,2232880000,-0.007781154126378512,0.004908858174395133
